Episode,Score,Best Score,Average Score,Time Steps,Learning Steps,Game-win,Game win rate
355,-146.92594173880366,406.6644207012173,-158.59251296909662,27616,13,0,0.0
356,-107.5505267591046,406.6644207012173,-158.54473775378062,28618,13,0,0.0
357,-10.01366116385364,406.6644207012173,-156.78744343155668,28731,14,0,0.0
358,-293.42650026316903,406.6644207012173,-157.35375996765032,28803,14,0,0.0
359,-140.9634486063749,406.6644207012173,-155.69120950602863,28870,14,0,0.0
360,-96.84379568792582,406.6644207012173,-154.95191828583629,28910,14,0,0.0
361,-103.97097990446682,406.6644207012173,-153.31387121357892,28981,14,0,0.0
362,-125.3586597812511,406.6644207012173,-153.24734118747426,29049,14,0,0.0
363,-133.68521415353808,406.6644207012173,-153.13756717121328,29141,14,0,0.0
364,-263.674107946466,406.6644207012173,-154.2346634944697,29225,14,0,0.0
365,-257.05221587341083,406.6644207012173,-154.41273885831885,29276,14,0,0.0
366,-49.14816525626121,406.6644207012173,-152.22530305668818,29341,14,0,0.0
367,-66.28054037531128,406.6644207012173,-150.35608634633684,29437,14,0,0.0
368,-277.68306586854465,406.6644207012173,-150.64244816899696,29515,14,0,0.0
369,-260.7178728586112,406.6644207012173,-151.6828311680019,29573,14,0,0.0
370,-146.8081951710633,406.6644207012173,-150.39119829040123,29622,14,0,0.0
371,-123.96914469829298,406.6644207012173,-148.83439319790858,29654,14,0,0.0
372,-132.00846051009336,406.6644207012173,-147.48682899398173,29731,14,0,0.0
373,-106.05733872254235,406.6644207012173,-146.06673409663298,29819,14,0,0.0
374,19.807829204216873,406.6644207012173,-144.88234358468043,29890,14,1,0.01
375,-256.70342399319077,406.6644207012173,-144.80533100326926,29962,14,0,0.01
376,-307.38541421441533,406.6644207012173,-146.38917118867195,30022,14,0,0.0
377,-142.418536504873,406.6644207012173,-147.5735965512067,30116,14,0,0.0
378,-164.91041677961812,406.6644207012173,-147.86344944185686,30188,14,0,0.0
379,-71.32017332814593,406.6644207012173,-146.7251840689042,30292,14,0,0.0
380,-115.1843352502958,406.6644207012173,-146.07580276891346,30366,14,0,0.0
381,-149.1925095970077,406.6644207012173,-146.40285041496517,30446,14,0,0.0
382,-279.00150940006614,406.6644207012173,-148.29753281810895,30506,14,0,0.0
383,-183.14811959178593,406.6644207012173,-148.61705541459543,30549,14,0,0.0
384,-111.80363839413013,406.6644207012173,-148.70037072207649,30687,14,0,0.0
385,-153.93620124904993,406.6644207012173,-148.54180525906133,30754,15,0,0.0
386,-169.39561669945658,406.6644207012173,-154.30240563306805,30823,15,0,0.0
387,-127.10110075037925,406.6644207012173,-153.73998997178748,30856,15,0,0.0
388,-154.70770433181184,406.6644207012173,-154.80276440639085,30973,15,0,0.0
389,-157.20686052180173,406.6644207012173,-154.07337130736823,31033,15,0,0.0
390,44.40221185892881,406.6644207012173,-152.3492652438651,31118,15,1,0.01
391,-241.88754953804505,406.6644207012173,-153.4592069740794,31170,15,0,0.01
392,-153.07578801595272,406.6644207012173,-151.41148980677778,31277,15,0,0.0
393,-127.56563925889247,406.6644207012173,-151.92513537481412,31340,15,0,0.0
394,326.05356142622225,406.6644207012173,-148.1187713843097,31447,15,1,0.02
395,-87.2621995589225,406.6644207012173,-153.02502036489645,31555,15,0,0.0
396,-43.00635477083034,406.6644207012173,-151.7958830604431,31677,15,0,0.0
397,-101.88545861684521,406.6644207012173,-152.07488575650243,31762,15,0,0.0
398,-131.7797765434749,406.6644207012173,-151.58404717765245,31868,15,0,0.0
399,-146.9109396228139,406.6644207012173,-155.495371561725,31925,15,0,0.0
400,130.46173327821873,406.6644207012173,-151.7051673514287,32023,15,1,0.02
401,-60.63407532626704,406.6644207012173,-150.788368577055,32096,15,0,0.02
402,-79.02457057396916,406.6644207012173,-149.17113919403383,32176,15,0,0.0
403,-177.63446314551857,406.6644207012173,-149.3608345676605,32225,15,0,0.0
404,-182.44129439519483,406.6644207012173,-149.14344513241116,32288,15,0,0.0
405,-174.33232422023286,406.6644207012173,-148.41733375843182,32356,15,0,0.0
406,-183.2483302709872,406.6644207012173,-147.70774689032615,32457,15,0,0.0
407,-180.01391995020674,406.6644207012173,-147.36685939265223,32499,15,0,0.0
408,-128.26904253167177,406.6644207012173,-147.200553513233,32574,15,0,0.0
409,-201.33052316903178,406.6644207012173,-146.81000557833647,32618,15,0,0.0
410,-111.80586198449414,406.6644207012173,-146.59341745875298,32672,15,0,0.0
411,-87.01382427523275,406.6644207012173,-145.04595448510887,32771,16,0,0.0
412,-256.05010793403017,406.6644207012173,-146.4982536745317,32835,16,0,0.0
413,-84.92538201299132,406.6644207012173,-144.84797024187912,32895,16,0,0.0
414,-142.425474283209,406.6644207012173,-143.9236433132418,32985,16,0,0.0
415,108.15060939630172,406.6644207012173,-141.65942280931293,33087,16,0,0.01
416,81.2373518248688,406.6644207012173,-138.46475712284374,33174,16,0,0.02
417,-113.85836142152513,406.6644207012173,-138.61491383042951,33286,16,0,0.0
418,-263.66945375791414,406.6644207012173,-138.67612723987787,33346,16,0,0.0
419,-125.32752164150065,406.6644207012173,-137.08920834360816,33400,16,0,0.0
420,-93.68232263499235,406.6644207012173,-136.73176112247486,33528,16,0,0.0
421,-170.44880382778433,406.6644207012173,-135.9952651079252,33601,16,0,0.0
422,-85.1832749967668,406.6644207012173,-135.4575593122325,33659,16,0,0.0
423,-156.0704116726895,406.6644207012173,-136.3366639758763,33716,16,0,0.0
424,-143.6097567061338,406.6644207012173,-136.55061832577144,33756,16,0,0.0
425,-143.38385169727098,406.6644207012173,-136.95738912876863,33812,16,0,0.0
426,-353.6478433653327,406.6644207012173,-140.10362422112132,33973,16,0,0.0
427,-280.2263126232904,406.6644207012173,-141.7664723029987,34038,16,0,0.0
428,-128.46204727832875,406.6644207012173,-141.5867150968156,34110,16,0,0.0
429,-10.575327382290453,406.6644207012173,-144.77251588708165,35112,17,0,0.0
430,-116.33488317350357,406.6644207012173,-143.33040929350292,35200,17,0,0.0
431,-157.76322920635502,406.6644207012173,-142.7982363532543,35276,17,0,0.0
432,-400.6132849389471,406.6644207012173,-145.65327506565242,35414,17,0,0.0
433,-197.45746661907464,406.6644207012173,-145.9613299934452,35464,17,0,0.0
434,-30.870038379051607,406.6644207012173,-143.83431671317206,35554,17,0,0.0
435,-273.5757489602564,406.6644207012173,-146.58890703840322,35618,17,0,0.0
436,-304.0124554994529,406.6644207012173,-146.96624656208368,35756,17,0,0.0
437,-94.38507898050361,406.6644207012173,-146.10433406404235,35876,17,0,0.0
438,-176.9178857978788,406.6644207012173,-146.33730257834623,35991,17,0,0.0
439,-206.0744037955116,406.6644207012173,-147.54196720270838,36062,17,0,0.0
440,-266.5468771185099,406.6644207012173,-148.3473516886143,36117,17,0,0.0
441,-266.1242053853373,406.6644207012173,-149.63480731795175,36176,17,0,0.0
442,-182.23821255410587,406.6644207012173,-148.70485434443015,36218,17,0,0.0
443,-82.50550925632666,406.6644207012173,-147.72078169516496,36343,17,0,0.0
444,-150.0515372277089,406.6644207012173,-146.6579190884571,36440,17,0,0.0
445,-162.78673018395438,406.6644207012173,-145.66550130696953,36504,17,0,0.0
446,130.07051194353585,406.6644207012173,-141.74390841623773,36597,17,1,0.02
447,-142.45525357742287,406.6644207012173,-141.23773276153582,36650,17,0,0.02
448,-414.77223879106475,406.6644207012173,-143.86261663843177,36794,17,0,0.0
449,-75.5676802258117,406.6644207012173,-142.21104071182725,36928,18,0,0.0
450,-200.8381008324149,406.6644207012173,-142.16684091077124,37000,18,0,0.0
451,350.2501846921065,406.6644207012173,-136.8033567406941,37145,18,1,0.02
452,-160.86620395582202,406.6644207012173,-137.25823253208742,37234,18,0,0.02
453,-159.50865335323022,406.6644207012173,-137.11650926087802,37331,18,0,0.0
454,-253.48341688459124,406.6644207012173,-138.21536686022185,37381,18,0,0.0
455,-424.81573531770243,406.6644207012173,-140.99426479601084,37578,18,0,0.0
456,381.57890047562427,406.6644207012173,-136.10297052366354,37765,18,1,0.02
457,-281.26732086606324,406.6644207012173,-138.81550712068565,37848,18,0,0.02
458,-110.91985679917222,406.6644207012173,-136.99044068604567,37903,18,0,0.0
459,-146.1459168401321,406.6644207012173,-137.04226536838323,37983,18,0,0.0
460,-155.83735735559108,406.6644207012173,-137.6322009850599,38021,18,0,0.0
461,-102.42259502577672,406.6644207012173,-137.616717136273,38086,18,0,0.0
462,-55.91382743972871,406.6644207012173,-136.9222688128578,39088,19,0,0.0
463,-282.0618685018963,406.6644207012173,-138.40603535634133,39143,19,0,0.0
464,-158.20329185227237,406.6644207012173,-137.35132719539942,39238,19,0,0.0
465,-104.09515823200823,406.6644207012173,-135.82175661898538,39329,19,0,0.0
466,-121.58682932656865,406.6644207012173,-136.54614325968848,39390,19,0,0.0
467,-176.58838881842527,406.6644207012173,-137.64922174411961,39450,19,0,0.0
468,-358.12840513111104,406.6644207012173,-138.45367513674526,39574,19,0,0.0
469,-40.744020421029035,406.6644207012173,-136.25393661236944,39666,19,0,0.0
470,-172.95661572660353,406.6644207012173,-136.51542081792482,39704,19,0,0.0
471,-281.981405170681,406.6644207012173,-138.09554342264872,39766,19,0,0.0
472,-121.92331540990149,406.6644207012173,-137.9946919716468,39880,19,0,0.0
473,-157.2676160827328,406.6644207012173,-138.50679474524873,39964,19,0,0.0
474,-196.2153440904068,406.6644207012173,-140.66702647819497,40011,19,0,0.0
475,-139.18178913192034,406.6644207012173,-139.49181012958223,40205,19,0,0.0
476,-156.2824372353924,406.6644207012173,-137.980780359792,40302,19,0,0.0
477,-101.6596389788151,406.6644207012173,-137.57319138453147,40338,19,0,0.0
478,-113.27971010790932,406.6644207012173,-137.05688431781434,40403,19,0,0.0
479,-301.39504461821383,406.6644207012173,-139.357633030715,40460,19,0,0.0
480,-163.8870614883586,406.6644207012173,-139.84466029309567,40494,19,0,0.0
481,-176.01818543738278,406.6644207012173,-140.11291705149938,40553,19,0,0.0
482,-196.70853217654775,406.6644207012173,-139.2899872792642,40583,19,0,0.0
483,-154.1341114680278,406.6644207012173,-138.99984719802663,40647,19,0,0.0
484,-329.8028092726213,406.6644207012173,-141.17983890681154,40783,19,0,0.0
485,-82.95127599902531,406.6644207012173,-140.4699896543113,40901,19,0,0.0
486,-152.71638148245222,406.6644207012173,-140.30319730214126,40965,20,0,0.0
487,-143.38888445111184,406.6644207012173,-140.4660751391486,41043,20,0,0.0
488,-113.81639204076743,406.6644207012173,-140.05716201623812,41099,20,0,0.0
489,-469.3475864732925,406.6644207012173,-143.17856927575306,41214,20,0,0.0
490,-161.19472105483987,406.6644207012173,-145.23453860489073,41326,20,0,0.0
491,-191.48549937272088,406.6644207012173,-144.7305181032375,41511,20,0,0.0
492,-196.61843056646774,406.6644207012173,-145.16594452874264,41634,20,0,0.0
493,-302.6237216686123,406.6644207012173,-146.91652535283987,41690,20,0,0.0
494,-198.64079202130313,406.6644207012173,-152.1634688873151,41734,20,0,0.0
495,-149.59384271532784,406.6644207012173,-152.78678531887917,41792,20,0,0.0
496,-464.06606453422,406.6644207012173,-156.99738241651306,41902,20,0,0.0
497,-251.7494908268504,406.6644207012173,-158.49602273861308,41997,20,0,0.0
498,-306.19322877543703,406.6644207012173,-160.24015726093273,42058,20,0,0.0
499,-126.64945999800167,406.6644207012173,-160.0375424646846,42259,20,0,0.0
500,-410.83724563045035,406.6644207012173,-165.4505322537713,42406,20,0,0.0
501,-171.3956188087526,406.6644207012173,-166.55814768859614,42489,20,0,0.0
502,-131.01950723283642,406.6644207012173,-167.0780970551848,42555,20,0,0.0
503,-470.69460021246084,406.6644207012173,-170.0086984258542,42699,20,0,0.0
504,-274.06338411933694,406.6644207012173,-170.92491932309568,42783,20,0,0.0
505,-282.97354838638717,406.6644207012173,-172.01133156475723,42935,20,0,0.0
506,-35.366635714440875,406.6644207012173,-170.53251461919174,43024,21,0,0.0
507,-195.6138868381313,406.6644207012173,-170.688514288071,43088,21,0,0.0
508,-130.12333388622164,406.6644207012173,-170.7070572016165,43162,21,0,0.0
509,-101.52950020059548,406.6644207012173,-169.7090469719321,43243,21,0,0.0
510,-243.58407788913019,406.6644207012173,-171.02682913097848,43303,21,0,0.0
511,-129.7742208389489,406.6644207012173,-171.45443309661565,43379,21,0,0.0
512,-141.50145430918823,406.6644207012173,-170.30894656036722,43445,21,0,0.0
513,-144.25898503717428,406.6644207012173,-170.90228259060908,43566,21,0,0.0
514,-253.51518063723125,406.6644207012173,-172.01317965414927,43623,21,0,0.0
515,-141.0551109468052,406.6644207012173,-174.50523685758034,43692,21,0,0.0
516,-269.1005657416821,406.6644207012173,-178.00861603324586,43745,21,0,0.0
517,-183.30395091774878,406.6644207012173,-178.7030719282081,43805,21,0,0.0
518,-103.46015668392128,406.6644207012173,-177.1009789574682,43839,21,0,0.0
519,-236.0655799832747,406.6644207012173,-178.2083595408859,43920,21,0,0.0
520,4.534450755813992,406.6644207012173,-177.2261918069778,44035,21,1,0.01
521,-202.61138283260507,406.6644207012173,-177.54781759702604,44093,21,0,0.01
522,-44.538621398105604,406.6644207012173,-177.14137106103942,44199,21,0,0.0
523,-72.6122432674891,406.6644207012173,-176.30678937698744,44310,21,0,0.0
524,-94.57027126534666,406.6644207012173,-175.81639452257957,44362,21,0,0.0
525,-147.71063972299007,406.6644207012173,-175.85966240283676,44449,21,0,0.0
526,338.0358015431224,406.6644207012173,-168.94282595375222,44537,21,1,0.02
527,-144.88706119888252,406.6644207012173,-167.58943343950813,44585,21,0,0.02
528,-50.17946159936727,406.6644207012173,-166.8066075827185,44668,21,0,0.0
529,-163.14221343267312,406.6644207012173,-168.33227644322233,44746,21,0,0.0
530,-248.37996956209116,406.6644207012173,-169.65272730710825,44800,21,0,0.0
531,-95.39342052672107,406.6644207012173,-169.02902922031188,44889,21,0,0.0
532,-152.14041579096022,406.6644207012173,-166.544300528832,44973,21,0,0.0
533,64.10323309330569,406.6644207012173,-163.92869353170823,45058,22,0,0.01
534,-214.63796660254312,406.6644207012173,-165.76637281394312,45123,22,0,0.01
535,-131.45979144356352,406.6644207012173,-164.34521323877618,45215,22,0,0.0
536,-120.1912759413371,406.6644207012173,-162.507001443195,45253,22,0,0.0
537,-102.71858522318078,406.6644207012173,-162.5903365056218,45373,22,0,0.0
538,-316.237257190655,406.6644207012173,-163.98353021954955,45423,22,0,0.0
539,-116.3059900648273,406.6644207012173,-163.08584608224274,45512,22,0,0.0
540,-206.32811740262014,406.6644207012173,-162.48365848508382,45600,22,0,0.0
541,-205.52972567209528,406.6644207012173,-161.8777136879514,45650,22,0,0.0
542,-111.80442725009372,406.6644207012173,-161.17337583491127,45703,22,0,0.0
543,-217.24730669626013,406.6644207012173,-162.52079380931062,45754,22,0,0.0
544,-250.8716076777207,406.6644207012173,-163.52899451381072,45814,22,0,0.0
545,-88.60830030447819,406.6644207012173,-162.78721021501596,45896,22,0,0.0
546,-167.15670533790959,406.6644207012173,-165.75948238783042,45965,22,0,0.0
547,-144.2966616086121,406.6644207012173,-165.77789646814233,46029,22,0,0.0
548,-139.702515131489,406.6644207012173,-163.02719923154655,46165,22,0,0.0
549,-183.09927088059015,406.6644207012173,-164.10251513809436,46227,22,0,0.0
550,-237.30765974029737,406.6644207012173,-164.46721072717318,46288,22,0,0.0
551,-1000.0,406.6644207012173,-177.96971257409422,46609,22,0,0.0
552,-102.54207090474995,406.6644207012173,-177.38647124358351,46753,22,0,0.0
553,-116.14328718361708,406.6644207012173,-176.9528175818874,46801,22,0,0.0
554,-435.5174099254135,406.6644207012173,-178.77315751229565,46930,22,0,0.0
555,-146.6492404324777,406.6644207012173,-175.9914925634434,47043,22,0,0.0
556,-301.79995169582463,406.6644207012173,-182.82528108515788,47104,23,0,0.0
557,-57.38314607558438,406.6644207012173,-180.58643933725307,47209,23,0,0.0
558,-151.80387970435243,406.6644207012173,-180.99527956630484,47256,23,0,0.0
559,-145.44570462712636,406.6644207012173,-180.98827744417483,47350,23,0,0.0
560,-142.91062094433013,406.6644207012173,-180.85901008006218,47432,23,0,0.0
561,322.7056824624012,406.6644207012173,-176.60772730518045,47510,23,1,0.02
562,-173.3737905426737,406.6644207012173,-177.7823269362099,47569,23,0,0.02
563,-159.33279494497003,406.6644207012173,-176.55503620064061,47615,23,0,0.0
564,-174.8093409600512,406.6644207012173,-176.7210966917184,47674,23,0,0.0
565,-319.6892669770747,406.6644207012173,-178.87703777916903,47731,23,0,0.0
566,-103.4176744517182,406.6644207012173,-178.69534623042054,47837,23,0,0.0
567,-131.47318648795112,406.6644207012173,-178.24419420711575,47904,23,0,0.0
568,-44.173014526900815,406.6644207012173,-175.10464030107366,48009,23,0,0.0
569,-120.83249895586818,406.6644207012173,-175.90552508642202,48068,23,0,0.0
570,-54.487612610844934,406.6644207012173,-174.72083505526447,48135,23,0,0.0
571,-146.292390795124,406.6644207012173,-173.36394491150892,48184,23,0,0.0
572,-47.93938379903696,406.6644207012173,-172.62410559540024,48275,23,0,0.0
573,-213.02964444904447,406.6644207012173,-173.18172587906338,48407,23,0,0.0
574,-118.48254808694492,406.6644207012173,-172.40439791902875,48484,23,0,0.0
575,-144.35632224156126,406.6644207012173,-172.45614325012517,48538,23,0,0.0
576,-187.1415836818974,406.6644207012173,-172.76473471459022,48614,23,0,0.0
577,-110.92924426722124,406.6644207012173,-172.85743076747426,48691,23,0,0.0
578,-246.6038046476995,406.6644207012173,-174.19067171287216,48761,23,0,0.0
579,-258.44587789775034,406.6644207012173,-173.76118004566754,48823,23,0,0.0
580,-269.88054095618685,406.6644207012173,-174.82111484034587,48880,23,0,0.0
581,-133.10891778864948,406.6644207012173,-174.39202216385854,48929,23,0,0.0
582,-210.54179005295526,406.6644207012173,-174.5303547426226,48999,23,0,0.0
583,-83.92692406788944,406.6644207012173,-173.82828286862116,49069,23,0,0.0
584,-91.95262551374674,406.6644207012173,-171.44978103103244,49192,24,0,0.0
585,-115.1709577814762,406.6644207012173,-171.77197784885692,49243,24,0,0.0
586,-231.28163248105344,406.6644207012173,-172.55763035884294,49322,24,0,0.0
587,-163.99852411660896,406.6644207012173,-172.76372675549794,49400,24,0,0.0
588,-102.93798032058216,406.6644207012173,-172.6549426382961,49433,24,0,0.0
589,-109.55250230750252,406.6644207012173,-169.05699179663821,49536,24,0,0.0
590,-195.33746403044142,406.6644207012173,-169.39841922639422,49606,24,0,0.0
591,-136.45201566764734,406.6644207012173,-168.84808438934348,49683,24,0,0.0
592,-146.47621676328998,406.6644207012173,-168.34666225131173,49729,24,0,0.0
593,-145.08439887055437,406.6644207012173,-166.77126902333112,49794,24,0,0.0
594,316.9798378498787,406.6644207012173,-161.61506272461932,49883,24,1,0.02
595,-195.38941346443832,406.6644207012173,-162.07301843211044,49917,24,0,0.02
596,-189.83817738942906,406.6644207012173,-159.33073956066252,50016,24,0,0.0
597,-152.8907820204162,406.6644207012173,-158.34215247259817,50055,24,0,0.0
598,-198.5736963437166,406.6644207012173,-157.26595714828093,50135,24,0,0.0
599,-67.15648860127962,406.6644207012173,-156.67102743431377,50230,24,0,0.0
600,316.7943941509127,406.6644207012173,-149.39471103650013,50300,24,1,0.02
601,-107.26564669309151,406.6644207012173,-148.7534113153435,50367,24,0,0.02
602,-160.12563161206225,406.6644207012173,-149.04447255913576,50430,24,0,0.0
603,-279.14361983631375,406.6644207012173,-147.1289627553743,50486,24,0,0.0
604,-68.8046037690711,406.6644207012173,-145.07637495187163,50592,24,0,0.0
605,-95.95265668422427,406.6644207012173,-143.20616603485,50626,24,0,0.0
606,-193.29967685701766,406.6644207012173,-144.78549644627577,50665,24,0,0.0
607,-59.139590159505644,406.6644207012173,-143.42075347948955,50776,24,0,0.0
608,-159.923091390106,406.6644207012173,-143.71875105452838,50836,24,0,0.0
609,-63.57725788906677,406.6644207012173,-143.33922863141308,50949,24,0,0.0
610,-228.96838699937297,406.6644207012173,-143.1930717225155,51045,24,0,0.0
611,-150.2214742264045,406.6644207012173,-143.39754425639003,51141,24,0,0.0
612,-119.12630976428042,406.6644207012173,-143.17379281094097,51188,24,0,0.0
613,-108.39992077744307,406.6644207012173,-142.81520216834366,51304,25,0,0.0
614,-60.78766964790597,406.6644207012173,-140.8879270584504,51386,25,0,0.0
615,-221.19012111212066,406.6644207012173,-141.68927716010356,51453,25,0,0.0
616,-82.44465914536866,406.6644207012173,-139.8227180941404,51556,25,0,0.0
617,-113.24540640896889,406.6644207012173,-139.12213264905265,51624,25,0,0.0
618,-169.73184846153,406.6644207012173,-139.7848495668287,51670,25,0,0.0
619,-48.5849083730798,406.6644207012173,-137.9100428507268,51742,25,0,0.0
620,-154.1666548347406,406.6644207012173,-139.49705390663232,51853,25,0,0.0
621,-210.9050044163879,406.6644207012173,-139.57999012247015,51900,25,0,0.0
622,-161.5999478894807,406.6644207012173,-140.7506033873839,51955,25,0,0.0
623,-129.60345598138701,406.6644207012173,-141.3205155145229,52055,25,0,0.0
624,-143.0886616128068,406.6644207012173,-141.8056994179975,52114,25,0,0.0
625,-132.08089908636939,406.6644207012173,-141.64940201163128,52224,25,0,0.0
626,-88.37622012886271,406.6644207012173,-145.91352222835113,52317,25,0,0.0
627,-157.46563378872696,406.6644207012173,-146.03930795424955,52408,25,0,0.0
628,-168.12438504181375,406.6644207012173,-147.21875718867403,52467,25,0,0.0
629,-97.53645379688733,406.6644207012173,-146.56269959231616,52550,25,0,0.0
630,-188.01379790861102,406.6644207012173,-145.95903787578135,52586,25,0,0.0
631,-144.47316930004305,406.6644207012173,-146.44983536351458,52652,25,0,0.0
632,32.29429823580735,406.6644207012173,-144.6054882232469,52754,25,1,0.01
633,-132.78651542388383,406.6644207012173,-146.57438570841882,52837,25,0,0.01
634,-186.92523138221435,406.6644207012173,-146.29725835621554,52884,25,0,0.0
635,-140.92963080240781,406.6644207012173,-146.39195674980397,52958,25,0,0.0
636,-148.5411789081449,406.6644207012173,-146.67545577947206,53060,25,0,0.0
637,-122.49361996248543,406.6644207012173,-146.87320612686509,53108,25,0,0.0
638,-78.48369060703762,406.6644207012173,-144.49567046102894,53168,25,0,0.0
639,-89.77735539408157,406.6644207012173,-144.2303841143215,53267,26,0,0.0
640,-144.6437700686118,406.6644207012173,-143.6135406409814,53336,26,0,0.0
641,-206.43269492719259,406.6644207012173,-143.62257033353234,53413,26,0,0.0
642,-258.5916449665847,406.6644207012173,-145.09044251069727,53482,26,0,0.0
643,-204.71327910616824,406.6644207012173,-144.96510223479635,53564,26,0,0.0
644,-277.28463553857785,406.6644207012173,-145.22923251340492,53618,26,0,0.0
645,-147.413758464443,406.6644207012173,-145.8172870950046,53670,26,0,0.0
646,-92.11542399465011,406.6644207012173,-145.06687428157196,53726,26,0,0.0
647,-130.47634257893176,406.6644207012173,-144.92867109127516,53779,26,0,0.0
648,-116.70584365381987,406.6644207012173,-144.69870437649845,53846,26,0,0.0
649,397.53973459642896,406.6644207012173,-138.8923143217283,53974,26,1,0.02
650,-201.97305853369426,406.6644207012173,-138.53896830966224,54012,26,0,0.02
651,-91.6962271314705,406.6644207012173,-129.45593058097694,54099,26,0,0.0
652,-226.73287857966858,406.6644207012173,-130.69783865772612,54139,26,0,0.0
653,-140.03794555014008,406.6644207012173,-130.93678524139136,54179,26,0,0.0
654,-173.83230496985686,406.6644207012173,-128.3199341918358,54234,26,0,0.0
655,-156.36960324796675,406.6644207012173,-128.4171378199907,54265,26,0,0.0
656,-125.64406171427967,406.6644207012173,-126.65557892017527,54376,26,0,0.0
657,-140.96766941649747,406.6644207012173,-127.49142415358438,54418,26,0,0.0
658,-119.79490199968252,406.6644207012173,-127.17133437653769,54449,26,0,0.0
659,-212.6298676426023,406.6644207012173,-127.84317600669245,54498,26,0,0.0
660,-227.4367036216994,406.6644207012173,-128.68843683346614,54559,26,0,0.0
661,-214.50363365510879,406.6644207012173,-134.06052999464123,54624,26,0,0.0
662,-183.3917428372664,406.6644207012173,-134.16070951758718,54665,26,0,0.0
663,-177.7152219882144,406.6644207012173,-134.3445337880196,54726,26,0,0.0
664,-88.46603181268495,406.6644207012173,-133.48110069654592,54796,26,0,0.0
665,-159.59802361783676,406.6644207012173,-131.88018826295354,54907,26,0,0.0
666,-115.62349718088994,406.6644207012173,-132.00224649024528,55001,26,0,0.0
667,-143.1417497929253,406.6644207012173,-132.11893212329502,55076,26,0,0.0
668,365.82989988704713,406.6644207012173,-128.01890297915554,55238,26,1,0.02
669,-118.32320623377278,406.6644207012173,-127.99381005193457,55311,27,0,0.02
670,-165.26987647460277,406.6644207012173,-129.10163269057216,55402,27,0,0.0
671,-79.88200827709328,406.6644207012173,-128.43752886539184,55497,27,0,0.0
672,-215.43362580232514,406.6644207012173,-130.11247128542473,55540,27,0,0.0
673,-247.20813274408385,406.6644207012173,-130.45425616837514,55592,27,0,0.0
674,-160.30927868994007,406.6644207012173,-130.87252347440509,55647,27,0,0.0
675,-94.5359389678315,406.6644207012173,-130.3743196416678,55720,27,0,0.0
676,-204.29685197084575,406.6644207012173,-130.5458723245573,55767,27,0,0.0
677,-112.17221626713948,406.6644207012173,-130.55830204455646,55835,27,0,0.0
678,-164.7974224218387,406.6644207012173,-129.74023822229782,55988,27,0,0.0
679,-123.82856928777935,406.6644207012173,-128.39406513619815,56039,27,0,0.0
680,-89.81399778783059,406.6644207012173,-126.59339970451458,56121,27,0,0.0
681,-81.76571122422911,406.6644207012173,-126.07996763887037,56182,27,0,0.0
682,-108.79339257513934,406.6644207012173,-125.0624836640922,56253,27,0,0.0
683,-60.08068372963632,406.6644207012173,-124.82402126070969,56345,27,0,0.0
684,-173.62428581871325,406.6644207012173,-125.64073786375933,56426,27,0,0.0
685,-76.0939352586056,406.6644207012173,-125.24996763853062,56518,27,0,0.0
686,-270.07461604705844,406.6644207012173,-125.63789747419068,56609,27,0,0.0
687,-186.81713194458717,406.6644207012173,-125.86608355247044,56642,27,0,0.0
688,-147.56194762264218,406.6644207012173,-126.31232322549108,56686,27,0,0.0
689,-117.57831583600267,406.6644207012173,-126.39258136077608,56722,27,0,0.0
690,-244.64856863380948,406.6644207012173,-126.88569240680975,56804,27,0,0.0
691,-136.25804849238963,406.6644207012173,-126.88375273505717,56833,27,0,0.0
692,-135.03975173661826,406.6644207012173,-126.76938808479046,56899,27,0,0.0
693,-203.74081335512804,406.6644207012173,-127.3559522296362,56938,27,0,0.0
694,-130.85928042632753,406.6644207012173,-131.83434341239825,57025,27,0,0.0
695,-151.18176772247713,406.6644207012173,-131.39226695497868,57066,27,0,0.0
696,-148.54344363243484,406.6644207012173,-130.97931961740872,57121,27,0,0.0
697,-150.7935775829372,406.6644207012173,-130.9583475730339,57222,27,0,0.0
698,-148.87769151849943,406.6644207012173,-130.46138752478174,57255,27,0,0.0
699,-171.87079874817329,406.6644207012173,-131.5085306262507,57346,28,0,0.0
700,215.64937418122315,406.6644207012173,-132.51998082594758,57440,28,1,0.02
701,-189.32338872692483,406.6644207012173,-133.34055824628592,57501,28,0,0.02
702,-139.80567487837516,406.6644207012173,-133.13735867894903,57561,28,0,0.0
703,-108.55310364225105,406.6644207012173,-131.4314535170084,57632,28,0,0.0
704,-173.26027548576417,406.6644207012173,-132.4760102341753,57690,28,0,0.0
705,-76.87688005255734,406.6644207012173,-132.28525246785864,57751,28,0,0.0
706,-182.31992105896305,406.6644207012173,-132.1754549098781,57790,28,0,0.0
707,-150.4363061448875,406.6644207012173,-133.08842206973193,57864,28,0,0.0
708,-97.9990394962403,406.6644207012173,-132.46918155079328,57960,28,0,0.0
709,-132.56054395687318,406.6644207012173,-133.15901441147133,58021,28,0,0.0
710,-79.72671314423177,406.6644207012173,-131.66659767291992,58088,28,0,0.0
711,-194.4492584656735,406.6644207012173,-132.10887551531263,58135,28,0,0.0
712,-56.076036548823524,406.6644207012173,-131.47837278315805,58231,28,0,0.0
713,-123.93086973460957,406.6644207012173,-131.63368227272971,58262,28,0,0.0
